russian,proto_slavic,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,russian_alt,cf,loanwords
y̠мерло,*awmirla,,,*ọ̄mirla,,,,,,,,,,,,,,,,,,,,*ọ̄mirlo,,,,*ọ̄mьrlo,,,,*ọ̄mʼьrlo,,,*ọ̄mʼь2rlo,,,,*ūmʼь2rlo,,,,,,,,,,,,,,*ūmʼerlo,*ū̠mʼerlo,,,,,,,,,,,,*u̠mʼerlo,,u̠mʼɪrlə,,,,,u̠mʼɪrlə,"vgl. y̠мер, yмерлa̠",
ухa̠,*ja̠wxā˙,,*je̠wxā˙,*jọ̠̄xā˙,,,,,,,,*jọ̄xā̠˙,,,,,,,,,,,,,,,,,*jọ̄xa̠,,,,,,,,,,*jūxa̠,,,*ūxa̠,,,,,,,,,,,,,,,,,,,,,,,,uxa̠,,,,,,,uxa̠,,
хлe̠б,*xla̠j˙bu,,,*xlē̠˙bu,,,,,,,,,,,,,,,,,,,,,,,*xlě̠̄˙bu,*xlě̠̄˙bъ,,,,*xlʼě̠̄˙bъ,,,*xlʼě̠̄˙bъ1,,,*xlʼě̠̄bъ1,,,,,,,,,,,*xlʼě̠̄b,,,,,,,,*xlʼě̠̄p,,,,,,,,,*xlʼě̠p,,,,,xlʼe̠p,,xlʼe̠p,,
хитё̠р,*xū̠˙tru,,,,,,,,,,,,,,,,,*xȳ̠˙tru,,,,,,,,,,*xȳ̠˙trъ,,,*xȳ̠˙tьrъ,*xȳ̠˙tʼьrъ,,,*xȳ̠˙tʼь2rъ1,,,*xȳ̠tʼь2rъ1,,,,,,,,,,,*xȳ̠tʼь2r,,,,*xȳ̠tʼer,,,,,,,*xȳtʼo̠r,,,,*xītʼo̠r,*xʼītʼo̠r,xʼitʼo̠r,,,,,,,xʼitʼo̠r,,
хочy̠,*xa̠tjān,,*xa̠tjēn,,*xa̠tjān,,,,,,,*xatjā̠n,,,,*xatja̠n,,,*xatˊja̠n,,,*xačja̠n,,*xočjo̠n,,*xočjǭ̠,,,*xočjǫ̠,*xočǫ̠,,,*xočọ̠,,,,,,*xoču̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xʌču̠,,,,,xʌču̠,,
ценa̠,*kajnā̠˙,,,*kēnā̠˙,,,,*tˊēnā̠˙,,,,,,*cʼēnā̠˙,,,,,,,,,,,,,*cʼě̄nā̠˙,,*cʼě̄na̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*cě̄na̠,,,,,*cěna̠,,cəna̠,,,,,cəna̠,vgl. цe̠ну,
цe̠ну,*kajnān,,,*kēnān,,,,*tˊēnān,,,,,,*cʼēnān,,*cʼēnan,,,,,,,,*cʼēnon,,*cʼēnǭ,*cʼě̄nǭ,,*cʼě̄nǫ,,,,*cʼě̄nọ,,,,,,*cʼě̄nu,,,,,,,,,,,,,,,*cʼě̠̄nu,,,,,,,*cě̠̄nu,,,,,*cě̠nu,,,,,ce̠nu,,ce̠nu,vgl. ценa̠,
цвё̠л,*kwi̠tlu,,,,,,,*tˊwi̠tlu,,,,*tˊwitlu̠,,*cʼwitlu̠,,,,,,,*cʼwilu̠,,,,,,,*cʼwьlъ̠,,,,*cʼwʼьlъ̠,,,*cʼwʼь2lъ̠1,,*cʼwʼь̠2lъ1,,,,,,,,,,,,*cʼwʼь̠2l,,,,*cʼwʼe̠l,,,*cʼvʼe̠l,,,,*cʼvʼo̠l,cvʼo̠l,,,,,,,,,,,,cvʼo̠l,"vgl. цвелo̠, цвe̠т",
цвелo̠,*kwi̠tla,,,,,,,*tˊwi̠tla,,,,*tˊwitla̠,,*cʼwitla̠,,,,,,,*cʼwila̠,,,*cʼwilo̠,,,,*cʼwьlo̠,,,,*cʼwʼьlo̠,,,*cʼwʼь2lo̠,,,,,,,,,,*cʼwʼь2lô̠,,,,,,,,*cʼwʼelô̠,,,*cʼvʼelô̠,,,,,*cvʼelô̠,,,,,,,*cvʼɪlô̠,,,,cvʼɪlo̠,cvʼɪlo̠,"vgl. цвё̠л, цвe̠т",
цвe̠т,*kwajtu,,,*kwētu,,,,*tˊwētu,,,,,,*cʼwētu,,,,,,,,,,,,,*cʼwě̄tu,*cʼwě̄tъ,,,,*cʼwʼě̄tъ,,,*cʼwʼě̄tъ1,,,,,,,,,,,,,,*cʼwʼě̄t,,,,,*cʼwʼě̠̄t,,*cʼvʼě̠̄t,,,,,*cvʼě̠̄t,,,,,*cvʼě̠t,,,,,cvʼe̠t,,cvʼe̠t,"vgl. цвё̠л, цвелo̠",
чa̠д,*čē˙du,,,,*čā˙du,,,,,,,,*čādu,,,,,,,,,,,,,,,*čādъ,,,,,,,*čādъ1,,,,,,,,,,,,,,*čād,,,,,*čā̠d,,,*čā̠t,,,,,,,,,ča̠t,,,,,,,ča̠t,,
чa̠с,*čē̠˙su,,,,*čā̠˙su,,,,,,,,,,,,,,,,,,,,,,,*čā̠˙sъ,,,,,,,*čā̠˙sъ1,,,*čā̠sъ1,,,,,,,,,,,*čā̠s,,,,,,,,,,,,,,,,,ča̠s,,,,,,,ča̠s,,
чемерu̠ца,*čemerī̠˙kā˙,*čemerī̠˙tˊā˙,*čemerī̠˙tˊē˙,,*čemerī̠˙tˊā˙,,,,,,,,*čemerī̠˙tˊā,*čemerī̠˙cʼā,,,,,,,,,,,,,,,*čemerī̠˙cʼa,,,*čemʼerʼī̠˙cʼa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*čemʼerʼī̠ca,,,,,*čemʼerʼi̠ca,,čɪmʼɪrʼi̠cə,,,,,čɪmʼɪrʼi̠cə,,
чe̠реп,*čerpu,,,,,,,,,,,,,,,,,,,,,,*čerepu,,,,,*čerepъ,,,,*čerʼepъ,,,*čerʼepъ1,,,,,,,,,,,,,,*čerʼep,,,,,*če̠rʼep,,,,,,,,,,,,,,če̠rʼɪp,,,,,če̠rʼɪp,,Vor § 22 entlehnt ist lit. čer̃pe.
чтo̠,*čita,,,,,,,,,,,,,,,,,,,,,,,*čito,,,,*čьto,,,,,,,*čь1to,,,,,,,,,,,,,,*čto,,*što,,,*što̠,,,,ṡto̠,,,,,,,,,,,,,,,ṡto,vgl. ктo̠,
чy̠до,*čja̠w˙da,,*čje̠w˙da,*čjọ̠̄˙da,,,,,,,,,,,,,,,,,,,,*čjọ̠̄˙do,,,,,,*čọ̠̄˙do,,,,,,,,*čọ̠̄do,*čū̠do,,,,,,,,,,,,,,,,,,,,,,,,,,,*ču̠do,,ču̠də,,,,,ču̠də,,
чy̠ете,*čja̠w˙jete,,*čje̠w˙jete,*čjọ̠̄˙jete,,,,,,,,,,,,,,,,,,,,,,,,,,*čọ̠̄˙jete,,*čọ̠̄˙jetʼe,,,,,,*čọ̠̄jetʼe,*čū̠jetʼe,,,,,,,,,,,,,,,,,,,,,,,,,,,*ču̠jetʼe,,ču̠jɪtʼɪ,,,,,ču̠jɪtʼɪ,,
шe̠я,*sjū̠˙jā˙,,*sjī̠˙jē˙,,*sjī̠˙jā˙,,,,,,,,*sjī̠˙jā,,,,,,*šjī̠˙jā,,,,,,,,,,*šjī̠˙ja,*šī̠˙ja,,,,,,,,*šī̠ja,,,*šь̠2ja,,,,,,,,,,,,*še̠ja,,,,,*ṡe̠ja,,,,,,,,,,ṡe̠jɪ,,,,,ṡe̠jɪ,,
шлю̠,*su̠ljān,,*su̠ljēn,,*su̠ljān,,,,,,,*suljā̠n,,,,*sulja̠n,,,*sulˊja̠n,,,,,,,*sulˊjǭ̠,,*sъlˊjǭ̠,*sъlˊjǫ̠,*sъlˊǫ̠,,,*sъlˊọ̠,,*sъ1lˊọ̠,,,,*sъ1lˊu̠,,,,,,,,,,*slˊu̠,*šlˊu̠,,*šlʼu̠,,,,,,ṡlʼu̠,,,,,,,,,,,,,,,ṡlʼu̠,,
шмe̠ль,*čime̠li,,,,,,,,,,,*čimeli̠,,,,,,,,,,,,,,,,*čьmelь̠,,,,*čьmʼelʼь̠,,,*čь1mʼelʼь̠1,,*čь1mʼe̠lʼь1,,,,,,,,,,,,*čmʼe̠lʼ,,*šmʼe̠lʼ,,,,,,,ṡmʼe̠lʼ,,,,,,,,,,,,,,,ṡmʼe̠lʼ,vgl. mit anderem Ablaut комa̠р,
шолo̠м,*še̠l˙mu,,,,,,,,,,,,,,,,,,,*ša̠l˙mu,,,*šala̠mu,*šolo̠mu,,,,*šolo̠mъ,,,,,,,*šolo̠mъ1,,,,,,,,,,*šolô̠mъ1,,,,*šolô̠m,,,,,,,,,*ṡolô̠m,,,,,,,,,,*ṡʌlô̠m,,,,ṡʌlo̠m,ṡʌlo̠m,,Nach § 19 aber vor § 22 entlehnt ist lit. šálmas.
шu̠ло,*sjū̠˙dla,,*sjī̠˙dla,,,,,,,,,,,,,,,,*šjī̠˙dla,,*šjī̠˙la,,,*šjī̠˙lo,,,,,,*šī̠˙lo,,,,,,,,*šī̠lo,,,,,,,,,,,,,,,,,,,,*ṡī̠lo,,,,,*ṡȳ̠lo,,,*ṡy̠lo,,ṡy̠lə,,,,,ṡy̠lə,,
щu̠т,*šče̠jtu,,,*ščẹ̠̄tu,,,*ščī̠tu,,,,,*ščītu̠,,,,,,,,,,,,,,,,*ščītъ̠,,,,,,,*ščītъ̠1,,*ščī̠tъ1,,,,,,,,,,,,*ščī̠t,,,,,,,,,,,,,,,,,*šči̠t,,,,šši̠t,,,šši̠t,vgl. щитa̠,
щитa̠,*šče̠jtā,,,*ščẹ̠̄tā,,,*ščī̠tā,,,,,*ščītā̠,,,,,,,,,,,,,,,,,*ščīta̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*ščita̠,,,,ššita̠,,,ššita̠,vgl. щu̠т,
щy̠ка,*ščja̠w˙kā˙,,*ščje̠w˙kā˙,*ščjọ̠̄˙kā˙,,,,,,,,,*ščjọ̠̄˙kā,,,,,,,,,,,,,,,,*ščjọ̠̄˙ka,*ščọ̠̄˙ka,,,,,,,,*ščọ̠̄ka,*ščū̠ka,,,,,,,,,,,,,,,,,,,,,,,,,,,*šču̠ka,,*šču̠kə,,ššu̠kə,,,ššu̠kə,,
я̠блоко,*ā̠˙bluka,,,,,,,,,,,,,,,,,,,,,,,*ā̠˙bluko,*jā̠˙bluko,,,*jā̠˙blъko,,,,,,,*jā̠˙blъ2ko,,,*jā̠blъ2ko,,,,,,,,,,,,,,,*jā̠bloko,,,,,,,,,,,,,*ja̠bloko,,ja̠bləkə,,,,,ja̠bləkə,,
я̠вор,*ā̠˙waru,,,,,,,,,,,,,,,,,,,,,,,*ā̠˙woru,*jā̠˙woru,,,*jā̠˙worъ,,,,,,,*jā̠˙worъ1,,,*jā̠worъ1,,,,,,,,,,,*jā̠wor,,,,,,,*jā̠vor,,,,,,,,,,*ja̠vor,,ja̠vər,,,,,ja̠vər,,
язы̠к,*inzū̠˙ku,,,,,,,,,,,,,,,,,*inzȳ̠˙ku,,,,,,,*jinzȳ̠˙ku,*ję̄zȳ̠˙ku,,*ję̄zȳ̠˙kъ,,,,,*jāzȳ̠˙kъ,,*jāzȳ̠˙kъ1,,,*jāzȳ̠kъ1,,,,,,,,,,,*jāzȳ̠k,,,,,,,,,,,,,,,,,*jazy̠k,,jɪzy̠k,,,,,jɪzy̠k,,
